time,x_est,y_est,z_est,x_sp,y_sp,z_sp
15980.4,-0.152429,-0.0449379,-1.20956,1.37273,1.36291,-3.99095
15980.4,-0.152431,-0.0455884,-1.2105,1.38973,1.38018,-3.9912
15980.4,-0.152442,-0.0462321,-1.21142,1.40658,1.39729,-3.99144
15980.4,-0.15249,-0.0474998,-1.21322,1.42328,1.41425,-3.99168
15980.4,-0.152527,-0.048124,-1.21409,1.43981,1.43105,-3.99192
15980.4,-0.152572,-0.0487418,-1.21494,1.45618,1.44767,-3.99216
15980.4,-0.152622,-0.0493534,-1.21576,1.47237,1.46412,-3.99239
15980.4,-0.152745,-0.0505572,-1.21737,1.48839,1.48038,-3.99262
15980.5,-0.152301,-0.0513676,-1.21819,1.50422,1.49646,-3.99285
15980.5,-0.151874,-0.0521672,-1.21898,1.51986,1.51234,-3.99308
15980.5,-0.151463,-0.052956,-1.21976,1.5353,1.52803,-3.9933
15980.5,-0.150686,-0.0545021,-1.22124,1.55053,1.5435,-3.99352
15980.5,-0.15032,-0.0552596,-1.22195,1.56557,1.55877,-3.99373
15980.5,-0.149987,-0.0560104,-1.22265,1.58038,1.57382,-3.99395
15980.5,-0.149667,-0.056751,-1.22332,1.59499,1.58865,-3.99416
15980.5,-0.149064,-0.0582021,-1.2246,1.60936,1.60325,-3.99437
15980.5,-0.14878,-0.058913,-1.2252,1.62351,1.61762,-3.99457
15980.5,-0.148508,-0.0596145,-1.22579,1.63743,1.63176,-3.99477
15980.6,-0.148247,-0.0603068,-1.22636,1.65111,1.64565,-3.99497
15980.6,-0.147759,-0.0616639,-1.22745,1.66455,1.6593,-3.99516
15980.6,-0.147532,-0.062327,-1.22796,1.67775,1.67271,-3.99535
15980.6,-0.146807,-0.0620401,-1.22839,1.69069,1.68585,-3.99554
15980.6,-0.146104,-0.0617583,-1.22881,1.70339,1.69875,-3.99572
15980.6,-0.144758,-0.0612078,-1.22961,1.71582,1.71138,-3.9959
15980.6,-0.144116,-0.0609384,-1.22998,1.728,1.72375,-3.99608
15980.6,-0.143493,-0.0606723,-1.23034,1.73992,1.73585,-3.99625
15980.6,-0.142888,-0.060409,-1.23068,1.75157,1.74768,-3.99642
15980.6,-0.141746,-0.0598914,-1.23133,1.76295,1.75924,-3.99658
15980.7,-0.141207,-0.059636,-1.23163,1.77406,1.77052,-3.99674
15980.7,-0.140686,-0.0593815,-1.23192,1.78489,1.78152,-3.9969
15980.7,-0.140182,-0.0591279,-1.2322,1.79545,1.79225,-3.99705
15980.7,-0.139222,-0.0586232,-1.23271,1.80573,1.80269,-3.9972
15980.7,-0.138766,-0.0583722,-1.23296,1.81573,1.81285,-3.99734
15980.7,-0.138325,-0.0581219,-1.2332,1.82545,1.82272,-3.99748
15980.7,-0.137768,-0.0581145,-1.2343,1.83489,1.83231,-3.99762
15980.7,-0.136725,-0.0580974,-1.23638,1.84405,1.84161,-3.99775
15980.7,-0.136231,-0.0580845,-1.23738,1.85292,1.85061,-3.99788
15980.8,-0.135753,-0.0580694,-1.23835,1.8615,1.85933,-3.998
15980.8,-0.135293,-0.058053,-1.23929,1.8698,1.86777,-3.99812
15980.8,-0.134422,-0.0580187,-1.2411,1.87782,1.87591,-3.99824
15980.8,-0.13401,-0.0580013,-1.24196,1.88555,1.88376,-3.99835
15980.8,-0.133615,-0.0579842,-1.2428,1.89299,1.89132,-3.99846
15980.8,-0.133233,-0.0579641,-1.24362,1.90016,1.89859,-3.99856
15980.8,-0.132514,-0.0579251,-1.24518,1.90703,1.90558,-3.99866
15980.8,-0.132177,-0.0579063,-1.24593,1.91363,1.91228,-3.99875
15980.8,-0.131854,-0.0578882,-1.24666,1.91995,1.9187,-3.99885
15980.8,-0.131839,-0.0575645,-1.24675,1.92599,1.92483,-3.99893
15980.9,-0.131831,-0.0569451,-1.24691,1.93175,1.93069,-3.99902
15980.9,-0.131855,-0.0566515,-1.24698,1.93724,1.93626,-3.99909
15980.9,-0.131887,-0.0563666,-1.24704,1.94246,1.94156,-3.99917
15980.9,-0.131927,-0.0560906,-1.2471,1.94741,1.94659,-3.99924
15980.9,-0.13203,-0.055565,-1.2472,1.9521,1.95135,-3.99931
15980.9,-0.132093,-0.0553145,-1.24724,1.95653,1.95585,-3.99937
15980.9,-0.132163,-0.0550716,-1.24728,1.9607,1.96008,-3.99943
15980.9,-0.132241,-0.0548358,-1.24731,1.96461,1.96406,-3.99949
15980.9,-0.132437,-0.0543893,-1.24736,1.96828,1.96778,-3.99954
15980.9,-0.132554,-0.0541788,-1.24737,1.97171,1.97126,-3.99959
15981,-0.132678,-0.0539755,-1.24738,1.97489,1.9745,-3.99964
15981,-0.132808,-0.0537794,-1.24739,1.97785,1.9775,-3.99968
15981,-0.133203,-0.0548769,-1.24472,1.98058,1.98027,-3.99972
15981,-0.133408,-0.055421,-1.24342,1.98309,1.98282,-3.99976
15981,-0.133618,-0.0559618,-1.24216,1.98538,1.98515,-3.99979
15981,-0.133832,-0.0564994,-1.24092,1.98747,1.98727,-3.99982
15981,-0.13427,-0.0575664,-1.23856,1.98936,1.98919,-3.99985
15981,-0.134495,-0.0580979,-1.23743,1.99106,1.99092,-3.99987
15981,-0.134725,-0.0586287,-1.23632,1.99257,1.99246,-3.99989
15981,-0.134959,-0.059159,-1.23523,1.99391,1.99382,-3.99991
15981.1,-0.135439,-0.0602186,-1.23317,1.99509,1.99501,-3.99993
15981.1,-0.135685,-0.0607478,-1.23219,1.99611,1.99605,-3.99994
15981.1,-0.135934,-0.0612764,-1.23124,1.99698,1.99693,-3.99996
15981.1,-0.136194,-0.061807,-1.23032,1.99771,1.99768,-3.99997
15981.1,-0.138262,-0.0629701,-1.22976,1.99832,1.99829,-3.99998
15981.1,-0.139278,-0.063549,-1.22952,1.99881,1.99879,-3.99998
15981.1,-0.140281,-0.0641258,-1.22929,1.9992,1.99918,-3.99999
15981.1,-0.141273,-0.0647001,-1.22908,1.99949,1.99948,-3.99999
15981.1,-0.143225,-0.0658402,-1.2287,1.9997,1.9997,-4
15981.1,-0.144198,-0.0664119,-1.22854,1.99985,1.99984,-4
15981.2,-0.145161,-0.0669808,-1.22839,1.99993,1.99993,-4
15981.2,-0.146115,-0.0675469,-1.22828,1.99998,1.99998,-4
15981.2,-0.14706,-0.0681101,-1.22818,2,2,-4
15981.2,-0.148923,-0.0692267,-1.22803,2,2,-4
15981.2,-0.149841,-0.0697797,-1.22798,2.0524,2.05464,-3.99063
15981.2,-0.150751,-0.0703286,-1.22795,2.05241,2.05464,-3.99063
15981.2,-0.152636,-0.0707721,-1.22758,2.05242,2.0546,-3.99063
15981.2,-0.15361,-0.0706786,-1.22724,2.05247,2.05451,-3.99063
15981.2,-0.154574,-0.0705924,-1.22692,2.05256,2.05433,-3.99063
15981.2,-0.155527,-0.0705129,-1.22662,2.0527,2.05403,-3.99063
15981.3,-0.157403,-0.0703721,-1.22612,2.05291,2.0536,-3.99063
15981.3,-0.158326,-0.0703097,-1.2259,2.0532,2.05299,-3.99063
15981.3,-0.159238,-0.0702521,-1.22571,2.05358,2.0522,-3.99063
15981.3,-0.160152,-0.0701986,-1.22553,2.05406,2.05119,-3.99064
15981.3,-0.161951,-0.0701027,-1.22524,2.05466,2.04995,-3.99064
15981.3,-0.162835,-0.0700597,-1.22514,2.05538,2.04844,-3.99064
15981.3,-0.163709,-0.0700198,-1.22506,2.05624,2.04665,-3.99065
15981.3,-0.164573,-0.0699825,-1.22499,2.05725,2.04457,-3.99065
15981.3,-0.166271,-0.0699154,-1.22491,2.0584,2.04216,-3.99066
15981.3,-0.166928,-0.0695313,-1.22456,2.05972,2.0394,-3.99066
15981.4,-0.167585,-0.069158,-1.22423,2.06122,2.0363,-3.99067
15981.4,-0.168234,-0.0687927,-1.22394,2.06289,2.03281,-3.99068
15981.4,-0.169508,-0.0680856,-1.22343,2.06475,2.02893,-3.99069
15981.4,-0.170133,-0.0677433,-1.22321,2.06681,2.02465,-3.9907
15981.4,-0.170749,-0.0674083,-1.223,2.06908,2.01994,-3.99071
15981.4,-0.171357,-0.0670801,-1.22282,2.07155,2.01479,-3.99072
15981.4,-0.172549,-0.0664439,-1.22256,2.07424,2.00919,-3.99073
15981.4,-0.173134,-0.0661365,-1.22245,2.07715,2.00313,-3.99075
15981.4,-0.17371,-0.0658355,-1.22236,2.08029,1.99659,-3.99076
15981.4,-0.174278,-0.0655409,-1.2223,2.08367,1.98956,-3.99078
15981.5,-0.175391,-0.0649706,-1.22223,2.08728,1.98203,-3.9908
15981.5,-0.176528,-0.0647819,-1.22209,2.09114,1.97399,-3.99082
15981.5,-0.177643,-0.0645974,-1.22197,2.09525,1.96544,-3.99084
15981.5,-0.178734,-0.0644173,-1.22187,2.09961,1.95636,-3.99086
15981.5,-0.180831,-0.0640675,-1.22173,2.10423,1.94674,-3.99088
15981.5,-0.181847,-0.0638993,-1.2217,2.10911,1.93658,-3.9909
15981.5,-0.182842,-0.0637358,-1.2217,2.11426,1.92587,-3.99093
15981.5,-0.183818,-0.0635768,-1.22171,2.11967,1.91461,-3.99095
15981.5,-0.185712,-0.0632731,-1.22177,2.12535,1.90278,-3.99098
15981.5,-0.186631,-0.0631284,-1.22183,2.1313,1.89039,-3.99101
15981.6,-0.187532,-0.0629887,-1.22191,2.13753,1.87743,-3.99104
15981.6,-0.188419,-0.0628542,-1.22202,2.14403,1.86389,-3.99107
15981.6,-0.190142,-0.0625992,-1.22229,2.15081,1.84977,-3.9911
15981.6,-0.19098,-0.0624782,-1.22244,2.15787,1.83508,-3.99114
15981.6,-0.191486,-0.062557,-1.22254,2.16521,1.8198,-3.99117
15981.6,-0.191981,-0.062634,-1.22265,2.17283,1.80394,-3.99121
15981.6,-0.192943,-0.0627837,-1.22295,2.18073,1.78749,-3.99125
15981.6,-0.193409,-0.0628568,-1.22313,2.18891,1.77046,-3.99129
15981.6,-0.193869,-0.0629318,-1.22332,2.19737,1.75284,-3.99133
15981.6,-0.19432,-0.0630061,-1.22353,2.20611,1.73464,-3.99137
15981.7,-0.195192,-0.0631535,-1.224,2.21514,1.71586,-3.99141
15981.7,-0.195613,-0.0632269,-1.22427,2.22444,1.69649,-3.99146
15981.7,-0.196024,-0.0633003,-1.22455,2.23402,1.67654,-3.9915
15981.7,-0.196426,-0.0633734,-1.22485,2.24388,1.65602,-3.99155
15981.7,-0.197201,-0.0635176,-1.22549,2.25401,1.63492,-3.9916
15981.7,-0.197575,-0.0635886,-1.22584,2.26442,1.61326,-3.99165
15981.7,-0.197941,-0.063659,-1.22621,2.2751,1.59103,-3.9917
15981.7,-0.198449,-0.0629512,-1.22641,2.28605,1.56823,-3.99175
15981.7,-0.199436,-0.0615811,-1.22686,2.29726,1.54488,-3.99181
15981.7,-0.199916,-0.0609178,-1.2271,2.30874,1.52098,-3.99186
15981.8,-0.200388,-0.060268,-1.22737,2.32049,1.49653,-3.99192
15981.8,-0.200851,-0.0596313,-1.22766,2.33249,1.47154,-3.99198
15981.8,-0.201728,-0.0583842,-1.2283,2.34475,1.44602,-3.99204
15981.8,-0.202156,-0.0577789,-1.22864,2.35726,1.41998,-3.9921
15981.8,-0.202575,-0.0571854,-1.22899,2.37002,1.39341,-3.99216
15981.8,-0.202988,-0.0566035,-1.22936,2.38302,1.36634,-3.99222
15981.8,-0.203793,-0.0554734,-1.23017,2.39627,1.33876,-3.99228
15981.8,-0.204185,-0.0549247,-1.23059,2.40975,1.31069,-3.99235
15981.8,-0.204571,-0.0543865,-1.23102,2.42347,1.28213,-3.99241
15981.8,-0.205018,-0.0542807,-1.23104,2.43742,1.25309,-3.99248
15981.9,-0.20589,-0.0540708,-1.23117,2.45159,1.22359,-3.99255
15981.9,-0.206316,-0.0539671,-1.23128,2.46598,1.19363,-3.99262
15981.9,-0.206735,-0.0538642,-1.23141,2.48058,1.16323,-3.99269
15981.9,-0.207147,-0.0537626,-1.23155,2.4954,1.13238,-3.99276
15981.9,-0.207952,-0.0535639,-1.23191,2.51042,1.10112,-3.99283
15981.9,-0.208345,-0.0534676,-1.23213,2.52564,1.06943,-3.99291
15981.9,-0.208726,-0.0533741,-1.23237,2.54105,1.03734,-3.99298
15981.9,-0.209101,-0.0532834,-1.23263,2.55665,1.00486,-3.99306
15981.9,-0.209834,-0.0531122,-1.23321,2.57244,0.972004,-3.99313
15981.9,-0.210191,-0.0530322,-1.23352,2.5884,0.938775,-3.99321
15982,-0.210543,-0.0529561,-1.23384,2.60453,0.90519,-3.99329
15982,-0.210889,-0.052884,-1.23421,2.62083,0.871261,-3.99336
15982,-0.211358,-0.0524063,-1.23498,2.63728,0.837,-3.99344
15982,-0.211585,-0.0521754,-1.23539,2.65389,0.802421,-3.99352
15982,-0.211808,-0.0519512,-1.23582,2.67065,0.767537,-3.9936
15982,-0.212028,-0.0517336,-1.23626,2.68755,0.732361,-3.99369
15982,-0.212457,-0.0513172,-1.23723,2.70458,0.696907,-3.99377
15982,-0.212667,-0.051118,-1.23774,2.72173,0.661188,-3.99385
15982,-0.212873,-0.0509247,-1.23826,2.73901,0.625218,-3.99393
15982,-0.213075,-0.0507371,-1.23879,2.7564,0.589011,-3.99402
15982.1,-0.213462,-0.0503749,-1.23991,2.7739,0.552581,-3.9941
15982.1,-0.213651,-0.050202,-1.24051,2.7915,0.515942,-3.99419
15982.1,-0.213836,-0.0500344,-1.24111,2.80919,0.479109,-3.99427
15982.1,-0.214017,-0.049872,-1.24173,2.82697,0.442096,-3.99436
15982.1,-0.214524,-0.0501739,-1.24311,2.84483,0.404918,-3.99444
15982.1,-0.214766,-0.0503251,-1.24384,2.86276,0.367589,-3.99453
15982.1,-0.215,-0.0504766,-1.24458,2.88075,0.330125,-3.99461
15982.1,-0.215247,-0.0506365,-1.24533,2.89881,0.29254,-3.9947
15982.1,-0.215719,-0.0509579,-1.24686,2.91691,0.254848,-3.99479
15982.2,-0.215944,-0.05112,-1.24764,2.93506,0.217067,-3.99488
15982.2,-0.216162,-0.0512834,-1.24843,2.95325,0.179209,-3.99496
15982.2,-0.216374,-0.0514483,-1.24925,2.97146,0.14129,-3.99505
15982.2,-0.216579,-0.0516148,-1.25007,2.98969,0.103326,-3.99514
15982.2,-0.216972,-0.0519526,-1.25175,3.00794,0.0653313,-3.99523
15982.2,-0.217149,-0.0521205,-1.25261,3.0262,0.0273216,-3.99531
15982.2,-0.217321,-0.0522901,-1.25347,3.04446,-0.0106883,-3.9954
15982.2,-0.217573,-0.0527739,-1.25614,3.06271,-0.0486827,-3.99549
15982.2,-0.217654,-0.0530854,-1.25791,3.08095,-0.0866468,-3.99558
15982.2,-0.217733,-0.0533958,-1.25967,3.09916,-0.124565,-3.99567
15982.3,-0.217807,-0.0537049,-1.2614,3.11734,-0.162423,-3.99575
15982.3,-0.217942,-0.0543129,-1.26484,3.13549,-0.200205,-3.99584
15982.3,-0.218003,-0.0546117,-1.26655,3.1536,-0.237897,-3.99593
15982.3,-0.218061,-0.0549093,-1.26824,3.17165,-0.275482,-3.99601
15982.3,-0.218117,-0.0552058,-1.26991,3.18965,-0.312946,-3.9961
15982.3,-0.21822,-0.0557948,-1.27322,3.20758,-0.350275,-3.99619
15982.3,-0.218268,-0.0560873,-1.27486,3.22543,-0.387453,-3.99627
15982.3,-0.218313,-0.0563783,-1.27648,3.24321,-0.424466,-3.99636
15982.3,-0.218357,-0.056668,-1.27809,3.2609,-0.461299,-3.99644
15982.3,-0.218418,-0.0572328,-1.28127,3.2785,-0.497938,-3.99653
15982.4,-0.218223,-0.0571742,-1.28312,3.296,-0.534368,-3.99661
15982.4,-0.21803,-0.0571204,-1.28495,3.31339,-0.570575,-3.9967
15982.4,-0.217839,-0.057071,-1.28677,3.33067,-0.606545,-3.99678
15982.4,-0.217462,-0.0569851,-1.29034,3.34783,-0.642264,-3.99686
15982.4,-0.217277,-0.0569481,-1.29209,3.36486,-0.677719,-3.99694
15982.4,-0.217094,-0.0569147,-1.29381,3.38176,-0.712894,-3.99703
15982.4,-0.216911,-0.0568833,-1.29551,3.39851,-0.747778,-3.99711
15982.4,-0.216551,-0.0568291,-1.29887,3.41512,-0.782357,-3.99719
15982.4,-0.216373,-0.0568058,-1.30052,3.43158,-0.816617,-3.99727
15982.4,-0.216197,-0.0567848,-1.30214,3.44787,-0.850546,-3.99734
15982.5,-0.216023,-0.056766,-1.30374,3.46401,-0.884132,-3.99742
15982.5,-0.21568,-0.0567343,-1.30688,3.47997,-0.917361,-3.9975
15982.5,-0.2162,-0.0567075,-1.30857,3.49575,-0.950221,-3.99757
15982.5,-0.216707,-0.0566842,-1.31025,3.51135,-0.982701,-3.99765
15982.5,-0.217197,-0.0566638,-1.31189,3.52677,-1.01479,-3.99772
15982.5,-0.21814,-0.0566341,-1.31512,3.54199,-1.04647,-3.9978
15982.5,-0.218595,-0.056625,-1.3167,3.557,-1.07774,-3.99787
15982.5,-0.21904,-0.0566196,-1.31826,3.57182,-1.10858,-3.99794
15982.5,-0.219474,-0.0566181,-1.3198,3.58642,-1.13899,-3.99801
15982.5,-0.220316,-0.0566263,-1.3228,3.60081,-1.16895,-3.99808
15982.6,-0.220725,-0.0566357,-1.32426,3.61499,-1.19845,-3.99815
15982.6,-0.22112,-0.0566464,-1.3257,3.62893,-1.22748,-3.99821
15982.6,-0.221509,-0.0566603,-1.32713,3.64265,-1.25604,-3.99828
15982.6,-0.222265,-0.0566983,-1.32993,3.65613,-1.28412,-3.99835
15982.6,-0.222632,-0.0567226,-1.3313,3.66938,-1.31169,-3.99841
15982.6,-0.222876,-0.0565312,-1.33234,3.68239,-1.33877,-3.99847
15982.6,-0.223115,-0.0563468,-1.33338,3.69515,-1.36533,-3.99853
15982.6,-0.223583,-0.0559982,-1.33543,3.70766,-1.39138,-3.99859
15982.6,-0.223817,-0.0558362,-1.33644,3.71992,-1.4169,-3.99865
15982.6,-0.224047,-0.0556806,-1.33743,3.73192,-1.44189,-3.99871
15982.7,-0.224273,-0.0555313,-1.33842,3.74366,-1.46634,-3.99877
15982.7,-0.224712,-0.0552505,-1.34037,3.75514,-1.49024,-3.99882
15982.7,-0.224925,-0.0551184,-1.34134,3.76636,-1.51359,-3.99888
15982.7,-0.225134,-0.0549914,-1.3423,3.77731,-1.53638,-3.99893
15982.7,-0.225338,-0.0548694,-1.34326,3.78799,-1.55861,-3.99898
15982.7,-0.225737,-0.054624,-1.34514,3.79839,-1.58028,-3.99903
15982.7,-0.225929,-0.0545075,-1.34608,3.80853,-1.60138,-3.99908
15982.7,-0.226118,-0.0543949,-1.34701,3.81838,-1.6219,-3.99913
15982.7,-0.226606,-0.0546321,-1.34887,3.82797,-1.64185,-3.99917
15982.7,-0.227553,-0.0550909,-1.35249,3.83727,-1.66121,-3.99922
15982.8,-0.228011,-0.0553129,-1.35427,3.84629,-1.68,-3.99926
15982.8,-0.22846,-0.0555303,-1.35601,3.85503,-1.6982,-3.9993
15982.8,-0.228901,-0.0557432,-1.35774,3.8635,-1.71581,-3.99934
15982.8,-0.229761,-0.0561626,-1.36113,3.87168,-1.73285,-3.99938
15982.8,-0.230178,-0.0563666,-1.36279,3.87958,-1.74929,-3.99942
15982.8,-0.230586,-0.0565672,-1.36443,3.8872,-1.76516,-3.99946
15982.8,-0.230986,-0.0567644,-1.36605,3.89453,-1.78043,-3.99949
15982.8,-0.231761,-0.0571496,-1.36923,3.90159,-1.79513,-3.99953
15982.8,-0.232136,-0.0573378,-1.37079,3.90837,-1.80924,-3.99956
15982.8,-0.232504,-0.0575231,-1.37233,3.91488,-1.82278,-3.99959
15982.9,-0.232759,-0.0574929,-1.374,3.9211,-1.83575,-3.99962
15982.9,-0.233253,-0.0574426,-1.37728,3.92706,-1.84814,-3.99965
15982.9,-0.233491,-0.0574223,-1.37888,3.93274,-1.85996,-3.99968
15982.9,-0.233724,-0.0574051,-1.38047,3.93815,-1.87123,-3.9997
15982.9,-0.233951,-0.0573908,-1.38203,3.94329,-1.88194,-3.99973
15982.9,-0.23439,-0.0573713,-1.38509,3.94817,-1.8921,-3.99975
15982.9,-0.2346,-0.0573658,-1.38659,3.95279,-1.90172,-3.99977
15982.9,-0.234804,-0.0573643,-1.38807,3.95715,-1.9108,-3.99979
15982.9,-0.235003,-0.0573655,-1.38952,3.96126,-1.91935,-3.99981
15982.9,-0.235383,-0.0573751,-1.39237,3.96512,-1.92739,-3.99983
15983,-0.235565,-0.0573831,-1.39376,3.96874,-1.93491,-3.99985
15983,-0.235743,-0.0573931,-1.39513,3.97211,-1.94194,-3.99987
15983,-0.235915,-0.0574052,-1.39649,3.97525,-1.94848,-3.99988
15983,-0.236117,-0.0574117,-1.39795,3.97817,-1.95455,-3.99989
15983,-0.236226,-0.0574194,-1.39867,3.98086,-1.96014,-3.99991
15983,-0.236331,-0.0574282,-1.39939,3.98333,-1.96529,-3.99992
15983,-0.236433,-0.0574381,-1.40011,3.98559,-1.97,-3.99993
15983,-0.236629,-0.0574613,-1.40154,3.98765,-1.97429,-3.99994
15983,-0.236723,-0.0574747,-1.40225,3.98951,-1.97817,-3.99995
15983.1,-0.236814,-0.0574889,-1.40296,3.99119,-1.98165,-3.99996
15983.1,-0.236903,-0.0575037,-1.40366,3.99268,-1.98476,-3.99996
15983.1,-0.237075,-0.0575294,-1.40506,3.994,-1.98751,-3.99997
15983.1,-0.237157,-0.057543,-1.40576,3.99516,-1.98992,-3.99998
15983.1,-0.237237,-0.0575572,-1.40646,3.99616,-1.99201,-3.99998
15983.1,-0.237315,-0.0575722,-1.40716,3.99702,-1.9938,-3.99999
15983.1,-0.236655,-0.0584875,-1.4085,3.99774,-1.9953,-3.99999
15983.1,-0.236333,-0.0589319,-1.40917,3.99834,-1.99655,-3.99999
15983.1,-0.236016,-0.0593679,-1.40984,3.99883,-1.99756,-3.99999
15983.1,-0.235717,-0.0597999,-1.41052,3.99921,-1.99835,-4
15983.1,-0.235133,-0.0606417,-1.41186,3.9995,-1.99895,-4
15983.2,-0.234846,-0.0610527,-1.41254,3.99971,-1.99939,-4
15983.2,-0.234564,-0.0614574,-1.41321,3.99985,-1.99969,-4
15983.2,-0.234284,-0.0618558,-1.4139,3.99994,-1.99987,-4
15983.2,-0.234008,-0.0622481,-1.41459,3.99998,-1.99996,-4
15983.2,-0.233465,-0.0630155,-1.41599,4,-1.99999,-4
15983.2,-0.233195,-0.0633956,-1.41669,4,-2,-4
15983.2,-0.232928,-0.0637705,-1.4174,4.08349,-2.08307,-3.92174
15983.2,-0.232632,-0.0636446,-1.41783,4.08349,-2.08306,-3.92174
15983.2,-0.232599,-0.0631612,-1.41757,4.08351,-2.08303,-3.92174
15983.3,-0.232563,-0.0626894,-1.41733,4.08355,-2.08294,-3.92174
15983.3,-0.232526,-0.0622288,-1.41713,4.08364,-2.08275,-3.92174
15983.3,-0.232448,-0.0613397,-1.41683,4.08378,-2.08246,-3.92175
15983.3,-0.232407,-0.0609124,-1.41673,4.08398,-2.08202,-3.92176
15983.3,-0.232365,-0.0604937,-1.41665,4.08427,-2.08141,-3.92177
15983.3,-0.232323,-0.0600832,-1.41661,4.08464,-2.08061,-3.92178
15983.3,-0.232238,-0.0592848,-1.4166,4.08512,-2.0796,-3.9218
15983.3,-0.232195,-0.0588962,-1.41665,4.08571,-2.07834,-3.92183
15983.3,-0.232151,-0.0585145,-1.41672,4.08642,-2.07682,-3.92186
15983.3,-0.232107,-0.0581394,-1.41682,4.08727,-2.07503,-3.92189
15983.4,-0.232027,-0.0574109,-1.4171,4.08825,-2.07292,-3.92193
15983.4,-0.232554,-0.057218,-1.41771,4.08939,-2.07049,-3.92198
15983.4,-0.233066,-0.057028,-1.41834,4.09069,-2.06772,-3.92203
15983.4,-0.233565,-0.0568407,-1.41899,4.09216,-2.06459,-3.92209
15983.4,-0.234522,-0.0564753,-1.42035,4.09381,-2.06108,-3.92216
15983.4,-0.234981,-0.0562976,-1.42105,4.09564,-2.05718,-3.92223
15983.4,-0.235428,-0.0561232,-1.42177,4.09767,-2.05286,-3.92232
15983.4,-0.235854,-0.0559484,-1.4225,4.09989,-2.04812,-3.92241
15983.4,-0.236673,-0.0556097,-1.42403,4.10233,-2.04293,-3.92251
15983.4,-0.237065,-0.0554461,-1.42482,4.10497,-2.0373,-3.92261
15983.5,-0.237446,-0.0552863,-1.42562,4.10784,-2.03119,-3.92273
15983.5,-0.237818,-0.0551303,-1.42643,4.11093,-2.0246,-3.92286
15983.5,-0.23853,-0.05483,-1.42812,4.11425,-2.01753,-3.92299
15983.5,-0.239595,-0.0548365,-1.42887,4.11781,-2.00995,-3.92314
15983.5,-0.240636,-0.0548466,-1.42964,4.12161,-2.00186,-3.92329
15983.5,-0.24165,-0.0548568,-1.43042,4.12565,-1.99324,-3.92346
15983.5,-0.2436,-0.0548783,-1.43202,4.12995,-1.9841,-3.92363
15983.5,-0.244537,-0.0548899,-1.43286,4.13449,-1.97441,-3.92382
15983.5,-0.245449,-0.0549024,-1.43371,4.13929,-1.96418,-3.92401
15983.5,-0.246337,-0.0549157,-1.43457,4.14435,-1.9534,-3.92422
15983.6,-0.248046,-0.0549453,-1.43633,4.14968,-1.94205,-3.92444
15983.6,-0.248859,-0.0549569,-1.43723,4.15527,-1.93014,-3.92467
15983.6,-0.249652,-0.0549698,-1.43814,4.16113,-1.91766,-3.92491
15983.6,-0.250423,-0.0549838,-1.43908,4.16725,-1.90461,-3.92516
15983.6,-0.251907,-0.0550151,-1.44098,4.17365,-1.89098,-3.92542
15983.6,-0.252619,-0.0550321,-1.44195,4.18033,-1.87676,-3.92569
15983.6,-0.253392,-0.0549669,-1.44261,4.18727,-1.86196,-3.92597
15983.6,-0.254144,-0.054905,-1.44329,4.19449,-1.84658,-3.92627
15983.6,-0.255574,-0.0547801,-1.44473,4.20199,-1.83061,-3.92658
15983.6,-0.25626,-0.0547228,-1.44546,4.20976,-1.81404,-3.92689
15983.7,-0.256927,-0.0546689,-1.44622,4.21781,-1.79689,-3.92722
15983.7,-0.257576,-0.0546186,-1.44698,4.22614,-1.77915,-3.92756
15983.7,-0.258818,-0.0545278,-1.44858,4.23475,-1.76082,-3.92791
15983.7,-0.259413,-0.054487,-1.4494,4.24362,-1.74191,-3.92828
15983.7,-0.25999,-0.054449,-1.45024,4.25278,-1.7224,-3.92865
15983.7,-0.260551,-0.0544136,-1.45109,4.26221,-1.70232,-3.92903
15983.7,-0.261622,-0.0543513,-1.45282,4.27191,-1.68165,-3.92943
15983.7,-0.262133,-0.0543236,-1.45372,4.28188,-1.66041,-3.92984
15983.7,-0.262628,-0.0542982,-1.45463,4.29212,-1.63859,-3.93026
15983.7,-0.263787,-0.0543241,-1.45544,4.30263,-1.6162,-3.93068
15983.8,-0.266011,-0.0543818,-1.45711,4.3134,-1.59325,-3.93112
15983.8,-0.267077,-0.0544138,-1.45796,4.32444,-1.56973,-3.93158
15983.8,-0.268121,-0.0544519,-1.45883,4.33574,-1.54566,-3.93204
15983.8,-0.269136,-0.0544919,-1.45973,4.34729,-1.52104,-3.93251
15983.8,-0.271085,-0.0545777,-1.46156,4.3591,-1.49588,-3.93299
15983.8,-0.272019,-0.0546236,-1.4625,4.37117,-1.47018,-3.93348
15983.8,-0.272927,-0.0546713,-1.46345,4.38348,-1.44395,-3.93399
15983.8,-0.27381,-0.0547208,-1.46442,4.39603,-1.4172,-3.9345
15983.8,-0.2755,-0.0548251,-1.46641,4.40883,-1.38994,-3.93502
15983.8,-0.276306,-0.05488,-1.46743,4.42187,-1.36217,-3.93555
15983.9,-0.277089,-0.0549365,-1.46845,4.43514,-1.3339,-3.9361
15983.9,-0.277676,-0.0547406,-1.46948,4.44863,-1.30514,-3.93665
15983.9,-0.278793,-0.0543667,-1.47159,4.46236,-1.2759,-3.93721
15983.9,-0.279325,-0.0541882,-1.47267,4.4763,-1.24619,-3.93778
