time,x_est,y_est,z_est,x_sp,y_sp,z_sp
15983.9,-0.279838,-0.0540152,-1.47376,4.49046,-1.21602,-3.93836
15983.9,-0.280333,-0.0538474,-1.47486,4.50484,-1.1854,-3.93894
15983.9,-0.281267,-0.0535265,-1.47709,4.51941,-1.15434,-3.93954
15983.9,-0.281705,-0.053373,-1.47824,4.53419,-1.12286,-3.94014
15983.9,-0.282125,-0.0532243,-1.4794,4.54917,-1.09095,-3.94075
15983.9,-0.282529,-0.0530802,-1.48056,4.56434,-1.05864,-3.94137
15984,-0.283287,-0.0528047,-1.48292,4.57969,-1.02593,-3.942
15984,-0.283642,-0.0526727,-1.48411,4.59522,-0.99284,-3.94263
15984,-0.283982,-0.0525444,-1.48531,4.61093,-0.959378,-3.94327
15984,-0.28431,-0.0524205,-1.48654,4.6268,-0.925557,-3.94392
15984,-0.284133,-0.0530153,-1.4878,4.64284,-0.89139,-3.94458
15984,-0.284035,-0.0533037,-1.48847,4.65903,-0.85689,-3.94524
15984,-0.283929,-0.0535864,-1.48916,4.67538,-0.822068,-3.94591
15984,-0.283816,-0.0538636,-1.48987,4.69187,-0.78694,-3.94658
15984,-0.28357,-0.0544036,-1.49139,4.70849,-0.751518,-3.94726
15984,-0.283436,-0.0546673,-1.49219,4.72525,-0.715815,-3.94794
15984.1,-0.283295,-0.0549275,-1.493,4.74213,-0.679845,-3.94863
15984.1,-0.283152,-0.0551897,-1.49383,4.75914,-0.643623,-3.94933
15984.1,-0.282846,-0.0557037,-1.49558,4.77625,-0.607162,-3.95003
15984.1,-0.282684,-0.0559554,-1.4965,4.79347,-0.570476,-3.95073
15984.1,-0.282516,-0.0562035,-1.49743,4.81079,-0.533581,-3.95144
15984.1,-0.282342,-0.0564481,-1.49838,4.8282,-0.49649,-3.95215
15984.1,-0.281178,-0.0575075,-1.50075,4.84569,-0.459217,-3.95286
15984.1,-0.280595,-0.0580204,-1.50197,4.86327,-0.421779,-3.95358
15984.1,-0.280014,-0.0585255,-1.5032,4.88091,-0.384188,-3.9543
15984.1,-0.279434,-0.0590231,-1.50445,4.89862,-0.346461,-3.95502
15984.2,-0.278282,-0.0599974,-1.50697,4.91638,-0.308612,-3.95575
15984.2,-0.277709,-0.0604742,-1.50825,4.9342,-0.270657,-3.95648
15984.2,-0.277138,-0.0609444,-1.50954,4.95206,-0.23261,-3.95721
15984.2,-0.276569,-0.0614079,-1.51087,4.96995,-0.194487,-3.95794
15984.2,-0.276001,-0.0618649,-1.5122,4.98787,-0.156302,-3.95867
15984.2,-0.274882,-0.0627677,-1.5149,5.00582,-0.118072,-3.9594
15984.2,-0.274326,-0.0632097,-1.51627,5.02378,-0.0798111,-3.96013
15984.2,-0.273771,-0.0636454,-1.51764,5.04174,-0.0415349,-3.96087
15984.2,-0.272709,-0.0640828,-1.52042,5.05971,-0.00325871,-3.9616
15984.2,-0.272202,-0.0640925,-1.5218,5.07767,0.0350022,-3.96234
15984.3,-0.271698,-0.0641039,-1.52319,5.09561,0.0732324,-3.96307
15984.3,-0.271198,-0.0641169,-1.52458,5.11354,0.111417,-3.9638
15984.3,-0.270213,-0.0641562,-1.52742,5.13143,0.14954,-3.96453
15984.3,-0.269726,-0.064177,-1.52886,5.14929,0.187587,-3.96526
15984.3,-0.269243,-0.0641982,-1.53031,5.16711,0.225543,-3.96599
15984.3,-0.268764,-0.0642195,-1.53176,5.18487,0.263391,-3.96671
15984.3,-0.267817,-0.064261,-1.53469,5.20258,0.301119,-3.96744
15984.3,-0.26735,-0.0642807,-1.53618,5.22022,0.338709,-3.96816
15984.3,-0.266886,-0.0642996,-1.53767,5.2378,0.376148,-3.96887
15984.4,-0.266419,-0.0643161,-1.53917,5.25529,0.41342,-3.96959
15984.4,-0.265499,-0.0643468,-1.54218,5.2727,0.450511,-3.9703
15984.4,-0.264655,-0.0639916,-1.54334,5.29002,0.487407,-3.97101
15984.4,-0.263824,-0.0636439,-1.54452,5.30724,0.524092,-3.97171
15984.4,-0.263008,-0.0633036,-1.54573,5.32435,0.560553,-3.97241
15984.4,-0.261414,-0.0626436,-1.54819,5.34135,0.596775,-3.9731
15984.4,-0.260639,-0.0623231,-1.54943,5.35824,0.632745,-3.97379
15984.4,-0.259876,-0.062009,-1.55069,5.375,0.668448,-3.97448
15984.4,-0.259124,-0.061701,-1.55196,5.39162,0.703871,-3.97516
15984.4,-0.257654,-0.0611021,-1.55457,5.40811,0.738999,-3.97583
15984.5,-0.256935,-0.060811,-1.55589,5.42446,0.77382,-3.9765
15984.5,-0.256227,-0.0605255,-1.55722,5.44065,0.808321,-3.97716
15984.5,-0.255529,-0.0602456,-1.55856,5.45669,0.842488,-3.97781
15984.5,-0.254164,-0.059705,-1.5613,5.47256,0.876308,-3.97846
15984.5,-0.253859,-0.0592595,-1.56446,5.48827,0.90977,-3.9791
15984.5,-0.253554,-0.0588229,-1.56758,5.5038,0.942861,-3.97974
15984.5,-0.253252,-0.0583952,-1.57067,5.51915,0.975569,-3.98036
15984.5,-0.252653,-0.0575657,-1.57675,5.53432,1.00788,-3.98098
15984.5,-0.252357,-0.0571638,-1.57975,5.5493,1.03979,-3.98159
15984.5,-0.252062,-0.0567701,-1.58272,5.56407,1.07127,-3.9822
15984.6,-0.251771,-0.0563841,-1.58566,5.57865,1.10233,-3.98279
15984.6,-0.251221,-0.0556438,-1.59144,5.59303,1.13295,-3.98338
15984.6,-0.25095,-0.0552845,-1.59429,5.60719,1.16312,-3.98396
15984.6,-0.250682,-0.0549322,-1.59711,5.62113,1.19283,-3.98453
15984.6,-0.250417,-0.0545867,-1.59991,5.63485,1.22207,-3.98509
15984.6,-0.249896,-0.0539158,-1.60543,5.64835,1.25083,-3.98564
15984.6,-0.24964,-0.0535904,-1.60814,5.66162,1.2791,-3.98618
15984.6,-0.248996,-0.0536504,-1.61099,5.67466,1.30687,-3.98671
15984.6,-0.248362,-0.0537094,-1.61381,5.68746,1.33413,-3.98724
15984.6,-0.247129,-0.0538257,-1.61936,5.70001,1.36088,-3.98775
15984.7,-0.246529,-0.0538837,-1.62208,5.71232,1.38711,-3.98825
15984.7,-0.245939,-0.0539421,-1.62477,5.72439,1.41281,-3.98874
15984.7,-0.245359,-0.054001,-1.62743,5.7362,1.43797,-3.98923
15984.7,-0.244229,-0.0541214,-1.63266,5.74775,1.46259,-3.9897
15984.7,-0.243669,-0.0541833,-1.63523,5.75905,1.48666,-3.99016
15984.7,-0.243119,-0.0542463,-1.63776,5.77009,1.51018,-3.99061
15984.7,-0.242577,-0.0543103,-1.64027,5.78086,1.53313,-3.99105
15984.7,-0.241518,-0.0544413,-1.64518,5.79137,1.55552,-3.99148
15984.7,-0.241,-0.0545083,-1.6476,5.80161,1.57734,-3.9919
15984.8,-0.240491,-0.0545764,-1.64998,5.81158,1.59858,-3.99231
15984.8,-0.239943,-0.054939,-1.65245,5.82128,1.61925,-3.9927
15984.8,-0.238877,-0.0556479,-1.6573,5.83071,1.63933,-3.99309
15984.8,-0.238356,-0.0559937,-1.65967,5.83986,1.65884,-3.99346
15984.8,-0.237843,-0.0563339,-1.66202,5.84874,1.67775,-3.99382
15984.8,-0.237338,-0.0566686,-1.66434,5.85735,1.69608,-3.99417
15984.8,-0.23635,-0.0573219,-1.66888,5.86567,1.71382,-3.99451
15984.8,-0.235867,-0.0576406,-1.67111,5.87372,1.73097,-3.99484
15984.8,-0.235391,-0.0579539,-1.67331,5.8815,1.74754,-3.99516
15984.8,-0.234929,-0.0582632,-1.67547,5.889,1.76351,-3.99547
15984.8,-0.234026,-0.0588659,-1.67973,5.89622,1.77889,-3.99576
15984.9,-0.233585,-0.0591592,-1.68182,5.90316,1.79369,-3.99605
15984.9,-0.233151,-0.0594472,-1.68388,5.90984,1.80791,-3.99632
15984.9,-0.23239,-0.059687,-1.68612,5.91623,1.82154,-3.99658
15984.9,-0.230904,-0.0601631,-1.69051,5.92236,1.83459,-3.99683
15984.9,-0.230179,-0.0603996,-1.69266,5.92822,1.84707,-3.99707
15984.9,-0.229464,-0.0606347,-1.69479,5.93381,1.85898,-3.9973
15984.9,-0.228764,-0.0608675,-1.69689,5.93913,1.87033,-3.99751
15984.9,-0.227394,-0.0613287,-1.70101,5.9442,1.88111,-3.99772
15984.9,-0.226724,-0.061557,-1.70303,5.949,1.89134,-3.99792
15985,-0.226063,-0.0617837,-1.70504,5.95354,1.90103,-3.9981
15985,-0.225413,-0.0620086,-1.70702,5.95784,1.91017,-3.99828
15985,-0.22414,-0.0624531,-1.71092,5.96188,1.91879,-3.99844
15985,-0.223498,-0.0626745,-1.71284,5.96568,1.92688,-3.9986
15985,-0.222865,-0.0628942,-1.71474,5.96924,1.93446,-3.99874
15985,-0.222241,-0.0631121,-1.71663,5.97256,1.94153,-3.99888
15985,-0.22117,-0.0634567,-1.72183,5.97565,1.94812,-3.99901
15985,-0.220646,-0.063627,-1.72438,5.97851,1.95423,-3.99912
15985,-0.22013,-0.0637958,-1.72688,5.98116,1.95987,-3.99923
15985,-0.21962,-0.0639631,-1.72936,5.98359,1.96505,-3.99933
15985.1,-0.218624,-0.0642935,-1.73421,5.98582,1.96979,-3.99942
15985.1,-0.218139,-0.0644578,-1.73658,5.98785,1.97411,-3.9995
15985.1,-0.217662,-0.0646205,-1.73893,5.98968,1.97801,-3.99958
15985.1,-0.217192,-0.0647812,-1.74125,5.99133,1.98152,-3.99965
15985.1,-0.216276,-0.065097,-1.7458,5.9928,1.98465,-3.99971
15985.1,-0.215829,-0.065252,-1.74804,5.9941,1.98742,-3.99976
15985.1,-0.215389,-0.0654049,-1.75025,5.99524,1.98985,-3.99981
15985.1,-0.214956,-0.0655557,-1.75243,5.99622,1.99196,-3.99985
15985.1,-0.213447,-0.065562,-1.75676,5.99707,1.99375,-3.99988
15985.1,-0.212707,-0.0655629,-1.75889,5.99778,1.99527,-3.99991
15985.2,-0.211979,-0.0655635,-1.76099,5.99837,1.99653,-3.99993
15985.2,-0.211266,-0.0655638,-1.76307,5.99885,1.99754,-3.99995
15985.2,-0.209876,-0.0655634,-1.76716,5.99922,1.99834,-3.99997
15985.2,-0.2092,-0.0655624,-1.76917,5.99951,1.99895,-3.99998
15985.2,-0.208536,-0.0655609,-1.77116,5.99971,1.99939,-3.99999
15985.2,-0.207883,-0.0655587,-1.77312,5.99985,1.99968,-3.99999
15985.2,-0.207243,-0.0655559,-1.77507,5.99994,1.99987,-4
15985.2,-0.205995,-0.0655476,-1.77889,5.99998,1.99996,-4
15985.2,-0.205386,-0.065542,-1.78077,6,1.99999,-4
15985.2,-0.204788,-0.0655355,-1.78263,6,2,-4
15985.3,-0.203643,-0.0662288,-1.78735,6.05323,2.08739,-4.02609
15985.3,-0.203097,-0.0669134,-1.79017,6.05323,2.08739,-4.02609
15985.3,-0.20256,-0.0675827,-1.79296,6.05325,2.08735,-4.02609
15985.3,-0.202031,-0.0682379,-1.7957,6.05329,2.08726,-4.02608
15985.3,-0.201002,-0.0695056,-1.80107,6.05338,2.08708,-4.02608
15985.3,-0.200501,-0.0701191,-1.8037,6.05352,2.08678,-4.02608
15985.3,-0.200009,-0.0707198,-1.80629,6.05373,2.08634,-4.02608
15985.3,-0.199526,-0.0713082,-1.80884,6.05402,2.08573,-4.02608
15985.3,-0.198585,-0.0724499,-1.81383,6.0544,2.08493,-4.02607
15985.3,-0.198127,-0.0730043,-1.81628,6.05489,2.08392,-4.02606
15985.4,-0.197678,-0.0735438,-1.81869,6.05548,2.08266,-4.02606
15985.4,-0.197237,-0.0740731,-1.82107,6.05621,2.08114,-4.02605
15985.4,-0.196383,-0.0751015,-1.82573,6.05707,2.07934,-4.02603
15985.4,-0.195079,-0.0755327,-1.82846,6.05807,2.07723,-4.02602
15985.4,-0.193804,-0.0759559,-1.83114,6.05923,2.07481,-4.02601
15985.4,-0.192555,-0.0763712,-1.83379,6.06055,2.07203,-4.02599
15985.4,-0.190136,-0.0771784,-1.83895,6.06204,2.0689,-4.02597
15985.4,-0.188965,-0.0775682,-1.84148,6.06371,2.06538,-4.02595
15985.4,-0.187817,-0.0779499,-1.84396,6.06557,2.06147,-4.02592
15985.4,-0.186692,-0.0783234,-1.84641,6.06763,2.05715,-4.02589
15985.5,-0.18451,-0.0790453,-1.85118,6.06989,2.05241,-4.02586
15985.5,-0.18345,-0.0793939,-1.85352,6.07237,2.04722,-4.02583
15985.5,-0.182412,-0.079734,-1.85582,6.07505,2.04157,-4.02579
15985.5,-0.181394,-0.080066,-1.85808,6.07796,2.03546,-4.02575
15985.5,-0.179426,-0.0807112,-1.86252,6.0811,2.02887,-4.02571
15985.5,-0.178266,-0.0804181,-1.86537,6.08448,2.02178,-4.02567
15985.5,-0.177129,-0.0801305,-1.86817,6.08809,2.01419,-4.02562
15985.5,-0.176015,-0.0798481,-1.87093,6.09195,2.00609,-4.02557
15985.5,-0.173852,-0.0792976,-1.87628,6.09606,1.99747,-4.02551
15985.5,-0.172802,-0.0790289,-1.87889,6.10042,1.98832,-4.02545
15985.6,-0.171774,-0.0787641,-1.88145,6.10504,1.97862,-4.02539
15985.6,-0.170768,-0.0785041,-1.88397,6.10991,1.96838,-4.02533
15985.6,-0.168818,-0.0779936,-1.88888,6.11506,1.95758,-4.02526
15985.6,-0.167874,-0.0777427,-1.89127,6.12046,1.94623,-4.02519
15985.6,-0.166949,-0.0774943,-1.89363,6.12614,1.93431,-4.02511
15985.6,-0.166043,-0.0772483,-1.89594,6.13209,1.92181,-4.02503
15985.6,-0.164287,-0.0767633,-1.90045,6.13832,1.90874,-4.02495
15985.6,-0.163437,-0.0765243,-1.90264,6.14482,1.8951,-4.02486
15985.6,-0.163168,-0.0766001,-1.90542,6.15159,1.88087,-4.02477
15985.7,-0.162904,-0.0766704,-1.90815,6.15865,1.86605,-4.02467
15985.7,-0.162395,-0.0767962,-1.91346,6.16599,1.85065,-4.02457
15985.7,-0.16215,-0.0768522,-1.91605,6.1736,1.83466,-4.02447
15985.7,-0.161911,-0.0769037,-1.91859,6.1815,1.81808,-4.02437
15985.7,-0.161678,-0.0769509,-1.92109,6.18968,1.80091,-4.02426
15985.7,-0.161233,-0.0770332,-1.92595,6.19813,1.78315,-4.02414
15985.7,-0.161021,-0.0770707,-1.92832,6.20687,1.76481,-4.02403
15985.7,-0.160816,-0.0771048,-1.93065,6.21589,1.74587,-4.02391
15985.7,-0.160617,-0.0771353,-1.93294,6.22519,1.72635,-4.02378
15985.7,-0.160239,-0.0771865,-1.93741,6.23477,1.70624,-4.02365
15985.8,-0.160059,-0.0772075,-1.93958,6.24462,1.68555,-4.02352
15985.8,-0.159886,-0.0772257,-1.94172,6.25475,1.66428,-4.02339
15985.8,-0.159393,-0.0777946,-1.94381,6.26515,1.64244,-4.02325
15985.8,-0.158454,-0.0788935,-1.9479,6.27583,1.62003,-4.0231
15985.8,-0.158007,-0.0794243,-1.9499,6.28677,1.59705,-4.02296
15985.8,-0.157572,-0.0799424,-1.95187,6.29798,1.57351,-4.02281
15985.8,-0.157149,-0.0804482,-1.9538,6.30946,1.54942,-4.02265
15985.8,-0.156335,-0.0814251,-1.95758,6.3212,1.52477,-4.0225
15985.8,-0.155943,-0.081897,-1.95942,6.3332,1.49958,-4.02233
15985.8,-0.155561,-0.0823583,-1.96124,6.34545,1.47386,-4.02217
15985.9,-0.155188,-0.0828092,-1.96303,6.35795,1.4476,-4.022
15985.9,-0.15447,-0.0836809,-1.96653,6.37071,1.42082,-4.02183
15985.9,-0.154124,-0.0841021,-1.96825,6.38371,1.39353,-4.02166
15985.9,-0.153787,-0.0845137,-1.96994,6.39695,1.36573,-4.02148
15985.9,-0.152683,-0.0850153,-1.97168,6.41043,1.33743,-4.0213
15985.9,-0.150547,-0.0859812,-1.9751,6.42414,1.30864,-4.02112
15985.9,-0.149514,-0.0864458,-1.97677,6.43808,1.27937,-4.02093
15985.9,-0.148503,-0.0868964,-1.97843,6.45225,1.24963,-4.02074
15985.9,-0.147514,-0.0873353,-1.98006,6.46663,1.21943,-4.02055
15985.9,-0.145597,-0.0881787,-1.98326,6.48123,1.18878,-4.02035
15986,-0.14467,-0.0885836,-1.98483,6.49604,1.15769,-4.02015
15986,-0.143762,-0.0889775,-1.98639,6.51105,1.12616,-4.01995
15986,-0.142873,-0.0893602,-1.98793,6.52626,1.09422,-4.01975
15986,-0.141151,-0.0900924,-1.99096,6.54167,1.06188,-4.01954
15986,-0.140317,-0.0904465,-1.99246,6.55726,1.02914,-4.01933
15986,-0.1395,-0.09079,-1.99394,6.57304,0.99601,-4.01912
15986,-0.138369,-0.0915463,-1.9968,6.589,0.962512,-4.01891
15986,-0.138046,-0.0919562,-1.99819,6.60512,0.928656,-4.01869
15986,-0.137731,-0.0923529,-1.99956,6.62141,0.894453,-4.01847
15986.1,-0.137424,-0.092737,-2.00093,6.63786,0.859915,-4.01825
15986.1,-0.137126,-0.0931088,-2.00228,6.65446,0.825057,-4.01803
15986.1,-0.136839,-0.0934795,-2.00363,6.67121,0.789892,-4.01781
15986.1,-0.13656,-0.0938383,-2.00497,6.6881,0.754432,-4.01758
15986.1,-0.136032,-0.0945204,-2.00764,6.70512,0.718691,-4.01735
15986.1,-0.135782,-0.094844,-2.00897,6.72227,0.682683,-4.01712
15986.1,-0.13554,-0.0951563,-2.01029,6.73954,0.646423,-4.01689
15986.1,-0.135308,-0.0954574,-2.01161,6.75693,0.609923,-4.01666
15986.1,-0.134869,-0.0960274,-2.01424,6.77442,0.573199,-4.01642
15986.2,-0.134664,-0.0962955,-2.01554,6.79201,0.536264,-4.01619
15986.2,-0.134913,-0.0961817,-2.01631,6.8097,0.499134,-4.01595
15986.2,-0.135161,-0.0960655,-2.01709,6.82747,0.461822,-4.01571
15986.2,-0.135651,-0.0958251,-2.01869,6.84532,0.424343,-4.01547
15986.2,-0.135894,-0.0957007,-2.01951,6.86324,0.386713,-4.01523
15986.2,-0.136136,-0.0955735,-2.02034,6.88123,0.348946,-4.01499
15986.2,-0.136376,-0.0954432,-2.02119,6.89927,0.311057,-4.01475
15986.2,-0.136882,-0.0951675,-2.02295,6.91737,0.273062,-4.01451
15986.2,-0.137129,-0.0950246,-2.02384,6.93551,0.234975,-4.01426
15986.2,-0.137374,-0.0948782,-2.02474,6.95369,0.196811,-4.01402
15986.3,-0.137616,-0.0947284,-2.02565,6.97189,0.158586,-4.01378
15986.3,-0.138094,-0.0944189,-2.02751,6.99012,0.120315,-4.01353
15986.3,-0.138331,-0.0942596,-2.02846,7.00836,0.0820138,-4.01329
15986.3,-0.138566,-0.0940974,-2.02942,7.02661,0.0436971,-4.01304
15986.3,-0.139026,-0.0933697,-2.03087,7.04486,0.00538039,-4.0128
15986.3,-0.13992,-0.0919453,-2.03377,7.06311,-0.0329211,-4.01255
15986.3,-0.140356,-0.09125,-2.03522,7.08133,-0.0711918,-4.01231
15986.3,-0.140784,-0.090565,-2.03668,7.09954,-0.109416,-4.01207
15986.3,-0.141205,-0.08989,-2.03813,7.11772,-0.14758,-4.01182
15986.3,-0.142027,-0.0885679,-2.04104,7.13586,-0.185667,-4.01158
15986.4,-0.142428,-0.0879198,-2.04251,7.15395,-0.223663,-4.01134
15986.4,-0.142822,-0.0872798,-2.04397,7.172,-0.261552,-4.0111
15986.4,-0.143209,-0.0866436,-2.04544,7.18999,-0.299319,-4.01085
15986.4,-0.143965,-0.0853942,-2.0484,7.20791,-0.336949,-4.01061
15986.4,-0.144333,-0.0847809,-2.04988,7.22576,-0.374428,-4.01037
15986.4,-0.144695,-0.0841752,-2.05137,7.24353,-0.411739,-4.01014
15986.4,-0.14457,-0.0832803,-2.05263,7.26122,-0.44887,-4.0099
15986.4,-0.144333,-0.0815274,-2.05516,7.27881,-0.485805,-4.00966
15986.4,-0.144228,-0.080671,-2.05644,7.2963,-0.522529,-4.00943
15986.4,-0.144127,-0.0798264,-2.05772,7.31368,-0.559028,-4.0092
15986.5,-0.144029,-0.0789933,-2.05901,7.33096,-0.595289,-4.00897
15986.5,-0.143842,-0.0773604,-2.06162,7.34811,-0.631297,-4.00874
15986.5,-0.143752,-0.07656,-2.06293,7.36513,-0.667038,-4.00851
15986.5,-0.143665,-0.0757701,-2.06425,7.38202,-0.702497,-4.00828
15986.5,-0.14358,-0.0749905,-2.06558,7.39877,-0.737663,-4.00806
15986.5,-0.143405,-0.0734548,-2.06825,7.41537,-0.772521,-4.00783
15986.5,-0.143315,-0.0726985,-2.0696,7.43182,-0.807058,-4.00761
15986.5,-0.143227,-0.0719521,-2.07095,7.44811,-0.841262,-4.0074
15986.5,-0.143141,-0.0712157,-2.0723,7.46423,-0.875118,-4.00718
15986.5,-0.142865,-0.0712268,-2.07494,7.48019,-0.908616,-4.00697
15986.6,-0.142732,-0.0712246,-2.07627,7.49597,-0.941741,-4.00675
15986.6,-0.142603,-0.071218,-2.07761,7.51156,-0.974483,-4.00655
15986.6,-0.142477,-0.0712074,-2.07895,7.52697,-1.00683,-4.00634
15986.6,-0.142243,-0.0711797,-2.08166,7.54218,-1.03877,-4.00613
15986.6,-0.14213,-0.0711613,-2.08303,7.55719,-1.07029,-4.00593
15986.6,-0.142021,-0.0711402,-2.0844,7.572,-1.10138,-4.00573
15986.6,-0.141914,-0.0711167,-2.08577,7.5866,-1.13203,-4.00554
15986.6,-0.141708,-0.0710634,-2.08855,7.60098,-1.16224,-4.00535
15986.6,-0.141609,-0.0710342,-2.08994,7.61515,-1.19197,-4.00516
15986.7,-0.141513,-0.0710035,-2.09135,7.62909,-1.22124,-4.00497
15986.7,-0.141401,-0.070969,-2.09275,7.6428,-1.25003,-4.00479
15986.7,-0.1411,-0.07122,-2.09441,7.65628,-1.27833,-4.00461
15986.7,-0.140956,-0.0713428,-2.09528,7.66952,-1.30613,-4.00443
15986.7,-0.140816,-0.0714639,-2.09617,7.68252,-1.33343,-4.00425
15986.7,-0.140681,-0.0715834,-2.09708,7.69528,-1.36021,-4.00408
15986.7,-0.140422,-0.0718176,-2.09896,7.70778,-1.38646,-4.00392
15986.7,-0.140298,-0.0719323,-2.09994,7.72003,-1.41219,-4.00375
15986.7,-0.14019,-0.0720516,-2.10093,7.73203,-1.43738,-4.00359
15986.7,-0.140086,-0.0721689,-2.10194,7.74377,-1.46202,-4.00343
15986.7,-0.139985,-0.0722843,-2.10297,7.75525,-1.48612,-4.00328
15986.8,-0.139794,-0.072509,-2.1051,7.76646,-1.50966,-4.00313
15986.8,-0.139704,-0.0726183,-2.10619,7.7774,-1.53264,-4.00298
15986.8,-0.139616,-0.0727258,-2.1073,7.78808,-1.55505,-4.00284
15986.8,-0.140389,-0.0731684,-2.10925,7.79848,-1.57689,-4.0027
15986.8,-0.141221,-0.0734961,-2.1101,7.80861,-1.59816,-4.00256
15986.8,-0.142035,-0.0738166,-2.11097,7.81846,-1.61885,-4.00243
15986.8,-0.142833,-0.0741302,-2.11187,7.82804,-1.63895,-4.0023
15986.8,-0.144379,-0.0747362,-2.11375,7.83734,-1.65847,-4.00218
15986.8,-0.145128,-0.075029,-2.11473,7.84636,-1.67741,-4.00206
15986.9,-0.145864,-0.0753153,-2.11573,7.85509,-1.69576,-4.00194
15986.9,-0.146585,-0.0755953,-2.11677,7.86355,-1.71352,-4.00183
15986.9,-0.147996,-0.0761405,-2.11892,7.87173,-1.73069,-4.00172
15986.9,-0.148686,-0.0764055,-2.12003,7.87963,-1.74727,-4.00161
15986.9,-0.149363,-0.076664,-2.12117,7.88724,-1.76326,-4.00151
15986.9,-0.150029,-0.0769162,-2.12234,7.89458,-1.77866,-4.00141
15986.9,-0.151323,-0.0774021,-2.12475,7.90163,-1.79347,-4.00132
15986.9,-0.1512,-0.0776489,-2.12553,7.90841,-1.8077,-4.00123
15986.9,-0.151084,-0.0778893,-2.12635,7.91491,-1.82135,-4.00114
15986.9,-0.150973,-0.0781234,-2.12719,7.92114,-1.83442,-4.00106
15987,-0.150784,-0.0785828,-2.12899,7.92709,-1.84691,-4.00098
15987,-0.150697,-0.0788031,-2.12994,7.93276,-1.85883,-4.0009
15987,-0.150615,-0.0790173,-2.13092,7.93817,-1.87019,-4.00083
15987,-0.150536,-0.0792253,-2.13194,7.94332,-1.88099,-4.00076
15987,-0.150389,-0.0796235,-2.13407,7.94819,-1.89123,-4.00069
15987,-0.15032,-0.0798139,-2.13518,7.95281,-1.90092,-4.00063
15987,-0.150254,-0.0799985,-2.13632,7.95717,-1.91008,-4.00057
15987,-0.150208,-0.0801687,-2.13749,7.96128,-1.9187,-4.00052
15987,-0.150121,-0.0804919,-2.13991,7.96514,-1.9268,-4.00047
15987,-0.149756,-0.0801873,-2.14161,7.96875,-1.93439,-4.00042
15987.1,-0.149401,-0.0798861,-2.14334,7.97212,-1.94147,-4.00037
15987.1,-0.149056,-0.0795882,-2.14507,7.97526,-1.94807,-4.00033
15987.1,-0.148392,-0.0790016,-2.1486,7.97818,-1.95418,-4.00029
15987.1,-0.14808,-0.0787349,-2.15038,7.98086,-1.95982,-4.00026
15987.1,-0.147776,-0.0784703,-2.15219,7.98334,-1.96501,-4.00022
15987.1,-0.14748,-0.0782077,-2.154,7.9856,-1.96976,-4.00019
15987.1,-0.14691,-0.0776873,-2.15768,7.98766,-1.97408,-4.00017
15987.1,-0.146636,-0.0774291,-2.15954,7.98952,-1.97799,-4.00014
15987.1,-0.146369,-0.077172,-2.16141,7.99119,-1.9815,-4.00012
15987.1,-0.146109,-0.0769158,-2.16329,7.99268,-1.98464,-4.0001
15987.2,-0.14561,-0.0764067,-2.16709,7.994,-1.98741,-4.00008
15987.2,-0.145371,-0.076154,-2.16901,7.99516,-1.98984,-4.00006
15987.2,-0.144916,-0.0758986,-2.17039,7.99616,-1.99195,-4.00005
15987.2,-0.144471,-0.0756451,-2.17181,7.99702,-1.99375,-4.00004
15987.2,-0.143613,-0.0751439,-2.1747,7.99775,-1.99527,-4.00003
15987.2,-0.143199,-0.0748963,-2.17618,7.99834,-1.99652,-4.00002
15987.2,-0.142794,-0.0746507,-2.17769,7.99883,-1.99754,-4.00002
15987.2,-0.142399,-0.074407,-2.17921,7.99921,-1.99834,-4.00001
15987.2,-0.141639,-0.0739288,-2.18232,7.9995,-1.99895,-4.00001
15987.2,-0.141272,-0.0736928,-2.1839,7.99971,-1.99938,-4
15987.3,-0.140912,-0.0734593,-2.18549,7.99985,-1.99968,-4
15987.3,-0.140561,-0.0732281,-2.18711,7.99994,-1.99986,-4
15987.3,-0.139883,-0.0727731,-2.19039,7.99998,-1.99996,-4
15987.3,-0.139556,-0.0725493,-2.19206,8,-1.99999,-4
15987.3,-0.139235,-0.0723278,-2.19374,8,-2,-4
